"Pop","Dam","Sire","id","Cohort","GermBlock","Germinate","SowDate","GermDate","MainBlock","InitialSize","WinterSurv"
"WFM","WFM03","WFM14","WFM_03_14","north","north_B","Y","2015-08-03","2015-08-11","north_B",24.8,"YES"
"LIJ","LIJ09","LIJ07","LIJ_09_07","north","north_B","Y","2015-08-03","2015-08-13","north_B",30.83,"YES"
"NMT","NMT08","NMT06","NMT_08_06","north","north_B","Y","2015-08-03","2015-08-11","north_B",35.41,"YES"
"CUR","CUR11","CUR09","CUR_11_09","north","north_B","Y","2015-08-03","2015-08-11","north_B",26.13,"NO"
"NMT","NMT09","NMT08","NMT_09_08","north","north_B","Y","2015-08-03","2015-08-09","north_B",35.98,"NO"
"LIJ","LIJ08","LIJ05","LIJ_08_05","north","north_B","N","2015-08-03",NA,"north_B",NA,"NO"
"NMT","NMT04","NMT01","NMT_04_01","north","north_B","Y","2015-08-03","2015-08-11","north_B",44.73,"YES"
"CUR","CUR09","CUR05","CUR_09_05","north","north_B","Y","2015-08-03","2015-08-11","north_B",40.94,"YES"
"NMT","NMT07","NMT04","NMT_07_04","north","north_B","N","2015-08-03",NA,"",NA,NA
"NMT","NMT13","NMT10","NMT_13_10","north","north_B","Y","2015-08-03","2015-08-10","north_B",40.05,"YES"
"WFM","WFM13","WFM12","WFM_13_12","north","north_B","Y","2015-08-03","2015-08-10","north_B",26.99,"YES"
"CUR","CUR10","CUR08","CUR_10_08","north","north_B","Y","2015-08-03","2015-08-09","north_B",32.34,"NO"
"LIJ","LIJ01","LIJ12","LIJ_01_12","north","north_B","Y","2015-08-03","2015-08-11","north_B",42.15,"YES"
"WFM","WFM09","WFM06","WFM_09_06","north","north_B","Y","2015-08-03","2015-08-09","north_B",48.01,"YES"
"CUR","CUR07","CUR04","CUR_07_04","north","north_B","Y","2015-08-03","2015-08-09","north_B",29.02,"NO"
"LIJ","LIJ01","LIJ13","LIJ_01_13","north","north_B","Y","2015-08-03","2015-08-11","north_B",37.52,"YES"
"NMT","NMT06","NMT04","NMT_06_04","north","north_B","Y","2015-08-03","2015-08-11","north_B",39.54,"YES"
"RCK","RCK04","RCK02","RCK_04_02","north","north_B","Y","2015-08-03","2015-08-25","north_B",18.84,"NO"
"WFM","WFM08","WFM05","WFM_08_05","north","north_B","Y","2015-08-03","2015-08-13","north_B",29.24,"NO"
"RCK","RCK03","RCK01","RCK_03_01","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ08","LIJ03","LIJ_08_03","north","north_B","Y","2015-08-03","2015-08-11","north_B",28,"NO"
"RCK","RCK12","RCK09","RCK_12_09","north","north_B","Y","2015-08-03","2015-08-11","north_B",33.82,"NO"
"LIJ","LIJ13","LIJ11","LIJ_13_11","north","north_B","Y","2015-08-03","2015-08-10","north_B",26.83,"YES"
"CUR","CUR07","CUR03","CUR_07_03","north","north_B","Y","2015-08-03","2015-08-10","north_B",44.41,"YES"
"WFM","WFM12","WFM10","WFM_12_10","north","north_B","Y","2015-08-03","2015-08-11","north_B",25.6,"NO"
"CUR","CUR05","CUR01","CUR_05_01","north","north_B","Y","2015-08-03","2015-08-09","north_B",44.66,"YES"
"WFM","WFM04","WFM02","WFM_04_02","north","north_B","Y","2015-08-03","2015-08-17","north_B",25.37,"YES"
"RCK","RCK13","RCK12","RCK_13_12","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK01","RCK13","RCK_01_13","north","north_B","N","2015-08-03",NA,"",NA,NA
"CUR","CUR14","CUR10","CUR_14_10","north","north_B","Y","2015-08-03","2015-08-13","north_B",35.35,"NO"
"CUR","CUR05","CUR02","CUR_05_02","north","north_B","Y","2015-08-03","2015-08-11","north_B",33.55,"YES"
"LIJ","LIJ07","LIJ05","LIJ_07_05","north","north_B","N","2015-08-03",NA,"",NA,NA
"CUR","CUR01","CUR13","CUR_01_13","north","north_B","Y","2015-08-03","2015-08-10","north_B",36.46,"NO"
"RCK","RCK13","RCK11","RCK_13_11","north","north_B","Y","2015-08-03","2015-08-13","north_B",28.88,"NO"
"RCK","RCK07","RCK06","RCK_07_06","north","north_B","Y","2015-08-03","2015-08-11","north_B",26.66,"NO"
"NMT","NMT14","NMT13","NMT_14_13","north","north_B","Y","2015-08-03","2015-08-09","north_B",40.45,"NO"
"RCK","RCK01","RCK15","RCK_01_15","north","north_B","Y","2015-08-03","2015-08-19","north_B",13.2,"NO"
"CUR","CUR06","CUR04","CUR_06_04","north","north_B","Y","2015-08-03","2015-08-11","north_B",38.9,"YES"
"RCK","RCK14","RCK13","RCK_14_13","north","north_B","N","2015-08-03",NA,"",NA,NA
"CUR","CUR07","CUR05","CUR_07_05","north","north_B","Y","2015-08-03","2015-08-10","north_B",42.44,"NO"
"CUR","CUR02","CUR14","CUR_02_14","north","north_B","Y","2015-08-03","2015-08-14","north_B",34.74,"NO"
"WFM","WFM05","WFM03","WFM_05_03","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK15","RCK14","RCK_15_14","north","north_B","Y","2015-08-03","2015-08-14","north_B",21.33,"NO"
"WFM","WFM04","WFM15","WFM_04_15","north","north_B","Y","2015-08-03","2015-08-11","north_B",42.52,"NO"
"NMT","NMT03","NMT15","NMT_03_15","north","north_B","Y","2015-08-03","2015-08-11","north_B",16.56,"NO"
"RCK","RCK06","RCK04","RCK_06_04","north","north_B","N","2015-08-03",NA,"north_B",NA,"NO"
"WFM","WFM14","WFM11","WFM_14_11","north","north_B","Y","2015-08-03","2015-08-10","north_B",41.84,"YES"
"RCK","RCK12","RCK10","RCK_12_10","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK13","RCK10","RCK_13_10","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK06","RCK05","RCK_06_05","north","north_B","N","2015-08-03",NA,"",NA,NA
"WFM","WFM01","WFM12","WFM_01_12","north","north_B","Y","2015-08-03","2015-08-09","north_B",38.53,"YES"
"NMT","NMT02","NMT01","NMT_02_01","north","north_B","N","2015-08-03",NA,"",NA,NA
"NMT","NMT15","NMT13","NMT_15_13","north","north_B","Y","2015-08-03","2015-08-11","north_B",40.51,"NO"
"NMT","NMT08","NMT07","NMT_08_07","north","north_B","Y","2015-08-03","2015-08-11","north_B",32.41,"YES"
"NMT","NMT11","NMT08","NMT_11_08","north","north_B","Y","2015-08-03","2015-08-11","north_B",35.19,"NO"
"NMT","NMT12","NMT09","NMT_12_09","north","north_B","Y","2015-08-03","2015-08-11","north_B",32.39,"NO"
"NMT","NMT11","NMT09","NMT_11_09","north","north_B","Y","2015-08-03","2015-08-09","north_B",27,"NO"
"NMT","NMT12","NMT10","NMT_12_10","north","north_B","Y","2015-08-03","2015-08-10","north_B",31.24,"YES"
"WFM","WFM11","WFM10","WFM_11_10","north","north_B","Y","2015-08-03","2015-08-10","north_B",37.08,"NO"
"CUR","CUR06","CUR03","CUR_06_03","north","north_B","Y","2015-08-03","2015-08-25","north_B",NA,"NO"
"CUR","CUR01","CUR12","CUR_01_12","north","north_B","Y","2015-08-03","2015-08-09","north_B",39.91,"NO"
"LIJ","LIJ11","LIJ08","LIJ_11_08","north","north_B","N","2015-08-03",NA,"",NA,NA
"NMT","NMT01","NMT15","NMT_01_15","north","north_B","Y","2015-08-03","2015-08-11","north_B",29.8,"YES"
"NMT","NMT09","NMT06","NMT_09_06","north","north_B","Y","2015-08-03","2015-08-11","north_B",35.94,"NO"
"NMT","NMT05","NMT03","NMT_05_03","north","north_B","Y","2015-08-03","2015-08-11","north_B",37.98,"NO"
"RCK","RCK05","RCK03","RCK_05_03","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK14","RCK12","RCK_14_12","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ09","LIJ06","LIJ_09_06","north","north_B","Y","2015-08-03","2015-08-10","north_B",37.8,"YES"
"WFM","WFM12","WFM09","WFM_12_09","north","north_B","Y","2015-08-03","2015-08-09","north_B",40.11,"NO"
"RCK","RCK02","RCK15","RCK_02_15","north","north_B","Y","2015-08-03","2015-08-17","north_B",22.79,"NO"
"RCK","RCK06","RCK03","RCK_06_03","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK05","RCK04","RCK_05_04","north","north_B","N","2015-08-03",NA,"",NA,NA
"WFM","WFM10","WFM09","WFM_10_09","north","north_B","Y","2015-08-03","2015-08-09","north_B",29.64,"YES"
"CUR","CUR10","CUR07","CUR_10_07","north","north_B","Y","2015-08-03","2015-08-11","north_B",37.93,"YES"
"RCK","RCK04","RCK01","RCK_04_01","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ12","LIJ09","LIJ_12_09","north","north_B","Y","2015-08-03","2015-08-10","north_B",32.45,"NO"
"WFM","WFM02","WFM01","WFM_02_01","north","north_B","Y","2015-08-03","2015-08-10","north_B",27.76,"NO"
"NMT","NMT11","NMT10","NMT_11_10","north","north_B","Y","2015-08-03","2015-08-11","north_B",37.93,"NO"
"LIJ","LIJ14","LIJ11","LIJ_14_11","north","north_B","Y","2015-08-03","2015-08-17","north_B",16.12,"NO"
"CUR","CUR13","CUR10","CUR_13_10","north","north_B","Y","2015-08-03","2015-08-11","north_B",31.15,"NO"
"NMT","NMT13","NMT12","NMT_13_12","north","north_B","Y","2015-08-03","2015-08-09","north_B",42.29,"YES"
"CUR","CUR15","CUR13","CUR_15_13","north","north_B","Y","2015-08-03","2015-08-17","north_B",20.49,"NO"
"LIJ","LIJ10","LIJ08","LIJ_10_08","north","north_B","Y","2015-08-03","2015-08-11","north_B",29.9,"YES"
"NMT","NMT15","NMT14","NMT_15_14","north","north_B","Y","2015-08-03","2015-08-10","north_B",30.74,"YES"
"WFM","WFM11","WFM07","WFM_11_07","north","north_B","Y","2015-08-03","2015-08-11","north_B",19.63,"NO"
"LIJ","LIJ15","LIJ13","LIJ_15_13","north","north_B","Y","2015-08-03","2015-08-11","north_B",23.65,"NO"
"RCK","RCK11","RCK09","RCK_11_09","north","north_B","N","2015-08-03",NA,"north_B",NA,"NO"
"WFM","WFM01","WFM14","WFM_01_14","north","north_B","Y","2015-08-03","2015-08-11","north_B",42.3,"NO"
"NMT","NMT15","NMT12","NMT_15_12","north","north_B","Y","2015-08-03","2015-08-09","north_B",30.12,"NO"
"RCK","RCK03","RCK15","RCK_03_15","north","north_B","Y","2015-08-03","2015-08-10","north_B",17.42,"NO"
"WFM","WFM09","WFM05","WFM_09_05","north","north_B","Y","2015-08-03","2015-08-09","north_B",35.87,"YES"
"WFM","WFM06","WFM04","WFM_06_04","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ01","LIJ14","LIJ_01_14","north","north_B","Y","2015-08-03","2015-08-10","north_B",27.67,"YES"
"CUR","CUR11","CUR07","CUR_11_07","north","north_B","Y","2015-08-03","2015-08-09","north_B",31.72,"YES"
"CUR","CUR04","CUR01","CUR_04_01","north","north_B","Y","2015-08-03","2015-08-10","north_B",39.4,"NO"
"NMT","NMT14","NMT12","NMT_14_12","north","north_B","Y","2015-08-03","2015-08-09","north_B",34.03,"NO"
"WFM","WFM14","WFM12","WFM_14_12","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK03","RCK02","RCK_03_02","north","north_B","N","2015-08-03",NA,"",NA,NA
"CUR","CUR08","CUR05","CUR_08_05","north","north_B","Y","2015-08-03","2015-08-09","north_B",28.75,"YES"
"CUR","CUR06","CUR02","CUR_06_02","north","north_B","Y","2015-08-03","2015-08-09","north_B",39.11,"NO"
"NMT","NMT13","NMT11","NMT_13_11","north","north_B","Y","2015-08-03","2015-08-09","north_B",36.26,"NO"
"RCK","RCK09","RCK08","RCK_09_08","north","north_B","Y","2015-08-03","2015-08-14","north_B",30.33,"NO"
"WFM","WFM07","WFM04","WFM_07_04","north","north_B","Y","2015-08-03","2015-08-10","north_B",30.32,"NO"
"LIJ","LIJ14","LIJ12","LIJ_14_12","north","north_B","Y","2015-08-03","2015-08-25","north_B",15.63,"NO"
"WFM","WFM02","WFM15","WFM_02_15","north","north_B","Y","2015-08-03","2015-08-11","north_B",38.13,"YES"
"NMT","NMT05","NMT02","NMT_05_02","north","north_B","Y","2015-08-03","2015-08-09","north_B",33.79,"NO"
"CUR","CUR15","CUR11","CUR_15_11","north","north_B","Y","2015-08-03","2015-08-10","north_B",28.08,"NO"
"CUR","CUR01","CUR14","CUR_01_14","north","north_B","N","2015-08-03",NA,"",NA,NA
"WFM","WFM15","WFM14","WFM_15_14","north","north_B","Y","2015-08-03","2015-08-09","north_B",34.93,"NO"
"CUR","CUR13","CUR11","CUR_13_11","north","north_B","Y","2015-08-03","2015-08-09","north_B",39.04,"NO"
"CUR","CUR14","CUR12","CUR_14_12","north","north_B","N","2015-08-03",NA,"",NA,NA
"NMT","NMT12","NMT11","NMT_12_11","north","north_B","Y","2015-08-03","2015-08-09","north_B",27.21,"YES"
"WFM","WFM06","WFM03","WFM_06_03","north","north_B","Y","2015-08-03","2015-08-09","north_B",33.92,"YES"
"WFM","WFM08","WFM07","WFM_08_07","north","north_B","Y","2015-08-03","2015-08-09","north_B",33.92,"YES"
"RCK","RCK08","RCK05","RCK_08_05","north","north_B","Y","2015-08-03","2015-08-19","north_B",22.81,"NO"
"WFM","WFM03","WFM15","WFM_03_15","north","north_B","N","2015-08-03",NA,"north_B",NA,"NO"
"CUR","CUR02","CUR15","CUR_02_15","north","north_B","Y","2015-08-03","2015-08-11","north_B",25.29,"NO"
"WFM","WFM13","WFM09","WFM_13_09","north","north_B","Y","2015-08-03","2015-08-09","north_B",29.8,"YES"
"LIJ","LIJ14","LIJ10","LIJ_14_10","north","north_B","Y","2015-08-03","2015-08-11","north_B",25.65,"NO"
"CUR","CUR09","CUR06","CUR_09_06","north","north_B","Y","2015-08-03","2015-08-10","north_B",30.34,"NO"
"CUR","CUR15","CUR12","CUR_15_12","north","north_B","Y","2015-08-03","2015-08-12","north_B",25.68,"YES"
"CUR","CUR05","CUR03","CUR_05_03","north","north_B","Y","2015-08-03","2015-08-10","north_B",40.54,"NO"
"WFM","WFM07","WFM03","WFM_07_03","north","north_B","Y","2015-08-03","2015-08-09","north_B",32.27,"YES"
"RCK","RCK05","RCK02","RCK_05_02","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK12","RCK11","RCK_12_11","north","north_B","Y","2015-08-03","2015-08-11","north_B",19.98,"NO"
"WFM","WFM11","WFM08","WFM_11_08","north","north_B","Y","2015-08-03","2015-08-09","north_B",23.32,"YES"
"NMT","NMT03","NMT02","NMT_03_02","north","north_B","Y","2015-08-03","2015-08-11","north_B",29.88,"YES"
"RCK","RCK02","RCK01","RCK_02_01","north","north_B","Y","2015-08-03","2015-08-18","north_B",6.86,"NO"
"RCK","RCK10","RCK08","RCK_10_08","north","north_B","Y","2015-08-03","2015-08-10","north_B",28.5,"NO"
"CUR","CUR04","CUR02","CUR_04_02","north","north_B","Y","2015-08-03","2015-08-11","north_B",23.5,"NO"
"RCK","RCK14","RCK11","RCK_14_11","north","north_B","Y","2015-08-03","2015-08-19","north_B",19.05,"NO"
"LIJ","LIJ07","LIJ02","LIJ_07_02","north","north_B","Y","2015-08-03","2015-08-09","north_B",32.72,"YES"
"RCK","RCK02","RCK14","RCK_02_14","north","north_B","Y","2015-08-03","2015-08-12","north_B",25.87,"YES"
"RCK","RCK11","RCK08","RCK_11_08","north","north_B","Y","2015-08-03","2015-08-11","north_B",25.42,"NO"
"LIJ","LIJ03","LIJ15","LIJ_03_15","north","north_B","Y","2015-08-03","2015-08-18","north_B",14.83,"YES"
"WFM","WFM15","WFM13","WFM_15_13","north","north_B","Y","2015-08-03","2015-08-10","north_B",32.46,"YES"
"NMT","NMT10","NMT07","NMT_10_07","north","north_B","Y","2015-08-03","2015-08-18","north_B",NA,"NO"
"LIJ","LIJ02","LIJ13","LIJ_02_13","north","north_B","Y","2015-08-03","2015-08-11","north_B",23.95,"NO"
"RCK","RCK10","RCK09","RCK_10_09","north","north_B","N","2015-08-03",NA,"",NA,NA
"CUR","CUR13","CUR09","CUR_13_09","north","north_B","Y","2015-08-03","2015-08-10","north_B",36.27,"YES"
"NMT","NMT05","NMT04","NMT_05_04","north","north_B","Y","2015-08-03","2015-08-09","north_B",32.19,"YES"
"CUR","CUR03","CUR14","CUR_03_14","north","north_B","Y","2015-08-03","2015-08-09","north_B",41.62,"YES"
"CUR","CUR09","CUR07","CUR_09_07","north","north_B","N","2015-08-03",NA,"",NA,NA
"NMT","NMT03","NMT01","NMT_03_01","north","north_B","Y","2015-08-03","2015-08-09","north_B",26.86,"YES"
"CUR","CUR11","CUR08","CUR_11_08","north","north_B","Y","2015-08-03","2015-08-09","north_B",46.44,"YES"
"NMT","NMT14","NMT11","NMT_14_11","north","north_B","Y","2015-08-03","2015-08-13","north_B",30.4,"NO"
"WFM","WFM10","WFM08","WFM_10_08","north","north_B","Y","2015-08-03","2015-08-10","north_B",18.95,"NO"
"CUR","CUR14","CUR11","CUR_14_11","north","north_B","N","2015-08-03",NA,"",NA,NA
"RCK","RCK01","RCK14","RCK_01_14","north","north_B","Y","2015-08-03","2015-08-11","north_B",21.85,"YES"
"RCK","RCK04","RCK03","RCK_04_03","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ05","LIJ15","LIJ_05_15","north","north_B","Y","2015-08-03","2015-08-16","north_B",32.93,"YES"
"NMT","NMT06","NMT03","NMT_06_03","north","north_B","Y","2015-08-03","2015-08-09","north_B",37.45,"YES"
"NMT","NMT01","NMT14","NMT_01_14","north","north_B","Y","2015-08-03","2015-08-09","north_B",29.07,"YES"
"WFM","WFM12","WFM08","WFM_12_08","north","north_B","Y","2015-08-03","2015-08-09","north_B",34.64,"YES"
"LIJ","LIJ02","LIJ15","LIJ_02_15","north","north_B","Y","2015-08-03","2015-08-14","north_B",25.71,"NO"
"LIJ","LIJ12","LIJ10","LIJ_12_10","north","north_B","Y","2015-08-03","2015-08-09","north_B",17.28,"NO"
"NMT","NMT04","NMT03","NMT_04_03","north","north_B","Y","2015-08-03","2015-08-10","north_B",30.77,"NO"
"WFM","WFM05","WFM04","WFM_05_04","north","north_B","N","2015-08-03",NA,"north_B",NA,"NO"
"RCK","RCK15","RCK12","RCK_15_12","north","north_B","N","2015-08-03",NA,"north_B",NA,"NO"
"LIJ","LIJ11","LIJ07","LIJ_11_07","north","north_B","N","2015-08-03",NA,"",NA,NA
"WFM","WFM05","WFM01","WFM_05_01","north","north_B","N","2015-08-03",NA,"north_B",NA,"NO"
"WFM","WFM07","WFM05","WFM_07_05","north","north_B","Y","2015-08-03","2015-08-09","north_B",25.68,"YES"
"CUR","CUR04","CUR15","CUR_04_15","north","north_B","Y","2015-08-03","2015-08-11","north_B",37.44,"NO"
"CUR","CUR08","CUR06","CUR_08_06","north","north_B","Y","2015-08-03","2015-08-10","north_B",44.28,"YES"
"NMT","NMT01","NMT13","NMT_01_13","north","north_B","Y","2015-08-03","2015-08-09","north_B",33.3,"NO"
"WFM","WFM01","WFM13","WFM_01_13","north","north_B","Y","2015-08-03","2015-08-09","north_B",29.34,"YES"
"CUR","CUR03","CUR15","CUR_03_15","north","north_B","Y","2015-08-03","2015-08-10","north_B",28.24,"NO"
"LIJ","LIJ13","LIJ09","LIJ_13_09","north","north_B","Y","2015-08-03","2015-08-09","north_B",23.37,"YES"
"NMT","NMT08","NMT05","NMT_08_05","north","north_B","Y","2015-08-03","2015-08-10","north_B",35.23,"YES"
"NMT","NMT06","NMT05","NMT_06_05","north","north_B","Y","2015-08-03","2015-08-14","north_B",25.13,"YES"
"CUR","CUR12","CUR09","CUR_12_09","north","north_B","Y","2015-08-03","2015-08-09","north_B",33.11,"YES"
"WFM","WFM02","WFM13","WFM_02_13","north","north_B","Y","2015-08-03","2015-08-10","north_B",28.81,"YES"
"LIJ","LIJ12","LIJ08","LIJ_12_08","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ10","LIJ07","LIJ_10_07","north","north_B","N","2015-08-03",NA,"north_B",NA,"NO"
"CUR","CUR08","CUR04","CUR_08_04","north","north_B","Y","2015-08-03","2015-08-10","north_B",39.25,"NO"
"RCK","RCK08","RCK06","RCK_08_06","north","north_B","N","2015-08-03",NA,"",NA,NA
"NMT","NMT02","NMT15","NMT_02_15","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ10","LIJ06","LIJ_10_06","north","north_B","N","2015-08-03",NA,"",NA,NA
"WFM","WFM14","WFM10","WFM_14_10","north","north_B","Y","2015-08-03","2015-08-10","north_B",21.58,"YES"
"WFM","WFM10","WFM06","WFM_10_06","north","north_B","Y","2015-08-03","2015-08-09","north_B",26.97,"YES"
"LIJ","LIJ06","LIJ02","LIJ_06_02","north","north_B","Y","2015-08-03","2015-08-13","north_B",27.76,"NO"
"LIJ","LIJ08","LIJ06","LIJ_08_06","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ13","LIJ10","LIJ_13_10","north","north_B","Y","2015-08-03","2015-08-10","north_B",31.28,"YES"
"LIJ","LIJ07","LIJ03","LIJ_07_03","north","north_B","Y","2015-08-03","2015-08-10","north_B",25.16,"YES"
"CUR","CUR12","CUR10","CUR_12_10","north","north_B","Y","2015-08-03","2015-08-11","north_B",32.21,"YES"
"RCK","RCK07","RCK04","RCK_07_04","north","north_B","Y","2015-08-03","2015-08-10","north_B",37.93,"YES"
"LIJ","LIJ03","LIJ01","LIJ_03_01","north","north_B","Y","2015-08-03","2015-08-17","north_B",20,"YES"
"LIJ","LIJ02","LIJ14","LIJ_02_14","north","north_B","Y","2015-08-03","2015-08-10","north_B",22.17,"YES"
"WFM","WFM08","WFM06","WFM_08_06","north","north_B","Y","2015-08-03","2015-08-10","north_B",27.95,"NO"
"WFM","WFM06","WFM02","WFM_06_02","north","north_B","Y","2015-08-03","2015-08-09","north_B",22.36,"NO"
"CUR","CUR10","CUR06","CUR_10_06","north","north_B","Y","2015-08-03","2015-08-09","north_B",37.38,"YES"
"NMT","NMT09","NMT07","NMT_09_07","north","north_B","Y","2015-08-03","2015-08-10","north_B",28.38,"NO"
"RCK","RCK09","RCK07","RCK_09_07","north","north_B","Y","2015-08-03","2015-08-10","north_B",24.36,"YES"
"LIJ","LIJ09","LIJ05","LIJ_09_05","north","north_B","N","2015-08-03",NA,"",NA,NA
"LIJ","LIJ06","LIJ01","LIJ_06_01","north","north_B","Y","2015-08-03","2015-08-10","north_B",27.7,"YES"
"NMT","NMT02","NMT14","NMT_02_14","north","north_B","Y","2015-08-03","2015-08-09","north_B",21.04,"YES"
"NMT","NMT07","NMT05","NMT_07_05","north","north_B","Y","2015-08-03","2015-08-13","north_B",18.5,"YES"
"LIJ","LIJ11","LIJ09","LIJ_11_09","north","north_B","Y","2015-08-03","2015-08-10","north_B",24.22,"YES"
"LIJ","LIJ05","LIJ02","LIJ_05_02","north","north_B","Y","2015-08-03","2015-08-13","north_B",23.75,"NO"
"NMT","NMT10","NMT09","NMT_10_09","north","north_B","Y","2015-08-03","2015-08-11","north_B",15.67,"NO"
"RCK","RCK07","RCK05","RCK_07_05","north","north_B","Y","2015-08-03","2015-08-11","north_B",26.82,"YES"
"RCK","RCK15","RCK13","RCK_15_13","north","north_B","Y","2015-08-03","2015-08-13","north_B",21.06,"YES"
"CUR","CUR02","CUR13","CUR_02_13","north","north_B","Y","2015-08-03","2015-08-10","north_B",25.18,"YES"
"WFM","WFM03","WFM02","WFM_03_02","north","north_B","Y","2015-08-03","2015-08-11","north_B",21.96,"YES"
"LIJ","LIJ05","LIJ01","LIJ_05_01","north","north_B","Y","2015-08-03","2015-08-17","north_B",NA,"NO"
"CUR","CUR13","CUR11","CUR_13_11","north","north_C","Y","2015-08-03","2015-08-10","north_C",53.79,"YES"
"WFM","WFM13","WFM11","WFM_13_11","north","north_C","Y","2015-08-03","2015-08-10","north_C",45.04,"YES"
"WFM","WFM05","WFM01","WFM_05_01","north","north_C","N","2015-08-03",NA,"",NA,NA
"CUR","CUR02","CUR14","CUR_02_14","north","north_C","Y","2015-08-03","2015-08-10","north_C",54.56,"YES"
"NMT","NMT14","NMT13","NMT_14_13","north","north_C","Y","2015-08-03","2015-08-09","north_C",41.12,"YES"
"WFM","WFM05","WFM04","WFM_05_04","north","north_C","Y","2015-08-03","2015-08-14","north_C",33.67,"YES"
"LIJ","LIJ09","LIJ06","LIJ_09_06","north","north_C","Y","2015-08-03","2015-08-09","north_C",31.66,"YES"
