"Pop","Dam","Sire","id","Cohort","GermBlock","Germinate","SowDate","GermDate","MainBlock","InitialSize","WinterSurv"
"CUR","CUR08","CUR04","CUR_08_04","south","south_K","Y","2015-08-23","2015-08-29","south_K",55.8,"YES"
"LIJ","LIJ07","LIJ02","LIJ_07_02","south","south_K","Y","2015-08-23","2015-08-30","south_K",44.52,"YES"
"NMT","NMT08","NMT07","NMT_08_07","south","south_K","Y","2015-08-23","2015-08-30","south_K",30.24,"YES"
"LIJ","LIJ13","LIJ09","LIJ_13_09","south","south_K","Y","2015-08-23","2015-08-28","south_K",43.99,"YES"
"NMT","NMT05","NMT04","NMT_05_04","south","south_K","Y","2015-08-23","2015-08-28","south_K",46,"YES"
"NMT","NMT12","NMT10","NMT_12_10","south","south_K","Y","2015-08-23","2015-08-28","south_K",34.82,"YES"
"WFM","WFM09","WFM05","WFM_09_05","south","south_K","Y","2015-08-23","2015-09-02","south_K",34.42,"YES"
"LIJ","LIJ13","LIJ10","LIJ_13_10","south","south_K","Y","2015-08-23","2015-08-29","south_K",20.14,"YES"
"CUR","CUR09","CUR06","CUR_09_06","south","south_K","Y","2015-08-23","2015-08-28","south_K",18.26,"YES"
"NMT","NMT09","NMT07","NMT_09_07","south","south_K","Y","2015-08-23","2015-08-29","south_K",27.62,"YES"
"CUR","CUR15","CUR13","CUR_15_13","south","south_K","Y","2015-08-23","2015-08-30","south_K",29.95,"YES"
"NMT","NMT14","NMT12","NMT_14_12","south","south_K","Y","2015-08-23","2015-08-28","south_K",25.94,"YES"
"WFM","WFM15","WFM11","WFM_15_11","south","south_K","Y","2015-08-23","2015-08-28","south_K",22.15,"YES"
"LIJ","LIJ12","LIJ10","LIJ_12_10","south","south_K","Y","2015-08-23","2015-08-29","south_K",38.97,"YES"
"RCK","RCK06","RCK04","RCK_06_04","south","south_K","N","2015-08-23",NA,"",NA,NA
"RCK","RCK05","RCK03","RCK_05_03","south","south_K","Y","2015-08-23","2015-09-01","south_K",30.45,"YES"
"RCK","RCK09","RCK07","RCK_09_07","south","south_K","Y","2015-08-23","2015-08-30","south_K",19.74,"YES"
"LIJ","LIJ08","LIJ06","LIJ_08_06","south","south_K","Y","2015-08-23","2015-08-29","south_K",19.78,"YES"
"WFM","WFM07","WFM03","WFM_07_03","south","south_K","Y","2015-08-23","2015-08-29","south_K",29.01,"YES"
"RCK","RCK12","RCK09","RCK_12_09","south","south_K","Y","2015-08-23","2015-08-30","south_K",18.24,"YES"
"LIJ","LIJ10","LIJ08","LIJ_10_08","south","south_K","Y","2015-08-23","2015-08-30","south_K",15.24,"YES"
"CUR","CUR06","CUR03","CUR_06_03","south","south_K","Y","2015-08-23","2015-08-28","south_K",26.3,"YES"
"LIJ","LIJ01","LIJ13","LIJ_01_13","south","south_K","Y","2015-08-23","2015-08-30","south_K",38.77,"YES"
"CUR","CUR01","CUR14","CUR_01_14","south","south_K","Y","2015-08-23","2015-08-31","south_K",58.6,"YES"
"LIJ","LIJ02","LIJ15","LIJ_02_15","south","south_K","Y","2015-08-23","2015-08-30","south_K",34.39,"YES"
"LIJ","LIJ15","LIJ12","LIJ_15_12","south","south_K","Y","2015-08-23","2015-08-30","south_K",34.75,"YES"
"RCK","RCK09","RCK06","RCK_09_06","south","south_K","Y","2015-08-23","2015-08-31","south_K",25.17,"YES"
"LIJ","LIJ08","LIJ05","LIJ_08_05","south","south_K","Y","2015-08-23","2015-08-31","south_K",35.86,"YES"
"CUR","CUR14","CUR10","CUR_14_10","south","south_K","Y","2015-08-23","2015-08-29","south_K",26.18,"YES"
"NMT","NMT01","NMT14","NMT_01_14","south","south_K","Y","2015-08-23","2015-08-28","south_K",20.74,"YES"
"CUR","CUR11","CUR08","CUR_11_08","south","south_K","Y","2015-08-23","2015-08-29","south_K",22.86,"YES"
"RCK","RCK06","RCK05","RCK_06_05","south","south_K","Y","2015-08-23","2015-08-30","south_K",39.72,"YES"
"LIJ","LIJ07","LIJ03","LIJ_07_03","south","south_K","Y","2015-08-23","2015-09-01","south_K",40.2,"YES"
"NMT","NMT03","NMT02","NMT_03_02","south","south_K","Y","2015-08-23","2015-08-28","south_K",46.88,"YES"
"CUR","CUR12","CUR10","CUR_12_10","south","south_K","Y","2015-08-23","2015-08-28","south_K",37.1,"YES"
"NMT","NMT09","NMT06","NMT_09_06","south","south_K","Y","2015-08-23","2015-08-29","south_K",29.84,"YES"
"NMT","NMT04","NMT01","NMT_04_01","south","south_K","Y","2015-08-23","2015-08-29","south_K",45.63,"YES"
"WFM","WFM13","WFM09","WFM_13_09","south","south_K","Y","2015-08-23","2015-08-30","south_K",35.28,"YES"
"CUR","CUR03","CUR01","CUR_03_01","south","south_K","Y","2015-08-23","2015-08-28","south_K",22.41,"YES"
"NMT","NMT04","NMT02","NMT_04_02","south","south_K","Y","2015-08-23","2015-08-29","south_K",30.73,"YES"
"LIJ","LIJ03","LIJ01","LIJ_03_01","south","south_K","Y","2015-08-23","2015-08-29","south_K",49.56,"YES"
"NMT","NMT01","NMT15","NMT_01_15","south","south_K","Y","2015-08-23","2015-08-30","south_K",38.32,"YES"
"WFM","WFM15","WFM14","WFM_15_14","south","south_K","Y","2015-08-23","2015-08-28","south_K",43.1,"YES"
"RCK","RCK15","RCK13","RCK_15_13","south","south_K","Y","2015-08-23","2015-08-31","south_K",31.28,"YES"
"NMT","NMT02","NMT15","NMT_02_15","south","south_K","Y","2015-08-23","2015-09-01","south_K",49.95,"YES"
"NMT","NMT02","NMT01","NMT_02_01","south","south_K","Y","2015-08-23","2015-08-29","south_K",53.17,"YES"
"WFM","WFM09","WFM06","WFM_09_06","south","south_K","Y","2015-08-23","2015-08-28","south_K",24.58,"YES"
"LIJ","LIJ07","LIJ05","LIJ_07_05","south","south_K","Y","2015-08-23","2015-08-31","south_K",20.61,"YES"
"NMT","NMT05","NMT03","NMT_05_03","south","south_K","Y","2015-08-23","2015-08-29","south_K",49.95,"YES"
"NMT","NMT14","NMT13","NMT_14_13","south","south_K","Y","2015-08-23","2015-08-29","south_K",51.39,"YES"
"RCK","RCK03","RCK01","RCK_03_01","south","south_K","Y","2015-08-23","2015-09-01","south_K",38.98,"YES"
"RCK","RCK10","RCK07","RCK_10_07","south","south_K","Y","2015-08-23","2015-08-30","south_K",NA,"NO"
"CUR","CUR03","CUR15","CUR_03_15","south","south_K","Y","2015-08-23","2015-08-29","south_K",28.96,"YES"
"WFM","WFM13","WFM12","WFM_13_12","south","south_K","Y","2015-08-23","2015-08-29","south_K",48.56,"YES"
"RCK","RCK04","RCK03","RCK_04_03","south","south_K","Y","2015-08-23","2015-09-02","south_K",36.31,"YES"
"WFM","WFM08","WFM06","WFM_08_06","south","south_K","Y","2015-08-23","2015-08-30","south_K",24.53,"YES"
"CUR","CUR13","CUR09","CUR_13_09","south","south_K","Y","2015-08-23","2015-08-28","south_K",NA,"NO"
"RCK","RCK03","RCK02","RCK_03_02","south","south_K","Y","2015-08-23","2015-09-15","south_K",12.6,"YES"
"RCK","RCK02","RCK15","RCK_02_15","south","south_K","Y","2015-08-23","2015-08-30","south_K",47.54,"YES"
"WFM","WFM12","WFM08","WFM_12_08","south","south_K","Y","2015-08-23","2015-08-28","south_K",49.66,"YES"
"WFM","WFM13","WFM11","WFM_13_11","south","south_K","Y","2015-08-23","2015-08-28","south_K",35.32,"YES"
"WFM","WFM02","WFM15","WFM_02_15","south","south_K","Y","2015-08-23","2015-08-28","south_K",43.72,"YES"
"LIJ","LIJ15","LIJ13","LIJ_15_13","south","south_K","Y","2015-08-23","2015-08-31","south_K",42.29,"YES"
"WFM","WFM03","WFM02","WFM_03_02","south","south_K","Y","2015-08-23","2015-08-29","south_K",23.82,"YES"
"WFM","WFM15","WFM13","WFM_15_13","south","south_K","Y","2015-08-23","2015-08-29","south_K",NA,"NO"
"RCK","RCK13","RCK12","RCK_13_12","south","south_K","Y","2015-08-23","2015-09-12","",NA,NA
"RCK","RCK04","RCK02","RCK_04_02","south","south_K","Y","2015-08-23","2015-08-31","south_K",57.05,"YES"
"CUR","CUR06","CUR02","CUR_06_02","south","south_K","Y","2015-08-23","2015-08-29","south_K",56.38,"YES"
"LIJ","LIJ11","LIJ09","LIJ_11_09","south","south_K","Y","2015-08-23","2015-08-30","south_K",42.95,"YES"
"LIJ","LIJ08","LIJ03","LIJ_08_03","south","south_K","Y","2015-08-23","2015-08-31","south_K",NA,"NO"
"LIJ","LIJ03","LIJ14","LIJ_03_14","south","south_K","Y","2015-08-23","2015-08-29","south_K",49.86,"YES"
"CUR","CUR02","CUR15","CUR_02_15","south","south_K","Y","2015-08-23","2015-08-30","south_K",41.06,"YES"
"LIJ","LIJ06","LIJ03","LIJ_06_03","south","south_K","Y","2015-08-23","2015-08-31","south_K",30.66,"YES"
"WFM","WFM11","WFM10","WFM_11_10","south","south_K","Y","2015-08-23","2015-08-28","south_K",47.27,"YES"
"CUR","CUR03","CUR14","CUR_03_14","south","south_K","Y","2015-08-23","2015-08-29","south_K",33.8,"YES"
"CUR","CUR14","CUR11","CUR_14_11","south","south_K","Y","2015-08-23","2015-08-30","south_K",48.33,"YES"
"LIJ","LIJ12","LIJ08","LIJ_12_08","south","south_K","Y","2015-08-23","2015-08-31","south_K",42.32,"YES"
"NMT","NMT13","NMT11","NMT_13_11","south","south_K","Y","2015-08-23","2015-08-29","south_K",45.47,"YES"
"RCK","RCK11","RCK09","RCK_11_09","south","south_K","Y","2015-08-23","2015-08-31","south_K",39.46,"YES"
"RCK","RCK01","RCK13","RCK_01_13","south","south_K","Y","2015-08-23","2015-08-30","south_K",31.27,"YES"
"RCK","RCK14","RCK11","RCK_14_11","south","south_K","Y","2015-08-23","2015-08-31","south_K",34.58,"YES"
"NMT","NMT15","NMT12","NMT_15_12","south","south_K","Y","2015-08-23","2015-08-28","south_K",41.63,"YES"
"CUR","CUR05","CUR01","CUR_05_01","south","south_K","Y","2015-08-23","2015-08-29","south_K",26.15,"YES"
"LIJ","LIJ13","LIJ11","LIJ_13_11","south","south_K","Y","2015-08-23","2015-08-29","south_K",NA,"NO"
"LIJ","LIJ05","LIJ01","LIJ_05_01","south","south_K","Y","2015-08-23","2015-08-29","south_K",35.51,"YES"
"NMT","NMT12","NMT09","NMT_12_09","south","south_K","Y","2015-08-23","2015-08-29","south_K",59.7,"YES"
"RCK","RCK08","RCK07","RCK_08_07","south","south_K","Y","2015-08-23","2015-09-01","south_K",36.54,"YES"
"WFM","WFM05","WFM04","WFM_05_04","south","south_K","Y","2015-08-23","2015-08-31","south_K",24.98,"YES"
"CUR","CUR07","CUR04","CUR_07_04","south","south_K","Y","2015-08-23","2015-08-29","south_K",39.33,"YES"
"WFM","WFM06","WFM02","WFM_06_02","south","south_K","Y","2015-08-23","2015-08-29","south_K",34.73,"YES"
"CUR","CUR01","CUR13","CUR_01_13","south","south_K","Y","2015-08-23","2015-08-31","south_K",51.73,"NO"
"WFM","WFM10","WFM06","WFM_10_06","south","south_K","Y","2015-08-23","2015-08-29","south_K",49.19,"YES"
"LIJ","LIJ02","LIJ14","LIJ_02_14","south","south_K","Y","2015-08-23","2015-08-30","south_K",46.7,"YES"
"LIJ","LIJ12","LIJ09","LIJ_12_09","south","south_K","Y","2015-08-23","2015-08-30","south_K",33.15,"YES"
"WFM","WFM08","WFM05","WFM_08_05","south","south_K","Y","2015-08-23","2015-08-29","south_K",53.33,"YES"
"RCK","RCK03","RCK15","RCK_03_15","south","south_K","Y","2015-08-23","2015-09-11","",NA,NA
"LIJ","LIJ11","LIJ08","LIJ_11_08","south","south_K","Y","2015-08-23","2015-08-31","south_K",23.82,"YES"
"NMT","NMT10","NMT08","NMT_10_08","south","south_L","Y","2015-08-23","2015-08-31","south_L",41.25,"YES"
"RCK","RCK09","RCK06","RCK_09_06","south","south_L","Y","2015-08-23","2015-08-31","south_L",45.7,"YES"
"NMT","NMT08","NMT07","NMT_08_07","south","south_L","Y","2015-08-23","2015-08-31","south_L",44.39,"YES"
"RCK","RCK13","RCK12","RCK_13_12","south","south_L","Y","2015-08-23","2015-09-04","south_L",NA,"NO"
"RCK","RCK05","RCK04","RCK_05_04","south","south_L","Y","2015-08-23","2015-08-30","south_L",39.21,"YES"
"LIJ","LIJ13","LIJ11","LIJ_13_11","south","south_L","Y","2015-08-23","2015-08-30","south_L",36.92,"YES"
"RCK","RCK09","RCK08","RCK_09_08","south","south_L","Y","2015-08-23","2015-09-02","south_L",19.7,"YES"
"RCK","RCK07","RCK04","RCK_07_04","south","south_L","N","2015-08-23",NA,"",NA,NA
"WFM","WFM12","WFM08","WFM_12_08","south","south_L","Y","2015-08-23","2015-08-29","south_L",22.19,"YES"
"CUR","CUR01","CUR12","CUR_01_12","south","south_L","Y","2015-08-23","2015-08-29","south_L",43.87,"YES"
"WFM","WFM11","WFM10","WFM_11_10","south","south_L","Y","2015-08-23","2015-08-29","south_L",26.34,"YES"
"NMT","NMT08","NMT05","NMT_08_05","south","south_L","Y","2015-08-23","2015-08-31","south_L",42.88,"YES"
"WFM","WFM12","WFM10","WFM_12_10","south","south_L","Y","2015-08-23","2015-08-29","south_L",22.05,"YES"
"CUR","CUR10","CUR08","CUR_10_08","south","south_L","Y","2015-08-23","2015-08-28","south_L",NA,"NO"
"CUR","CUR07","CUR05","CUR_07_05","south","south_L","Y","2015-08-23","2015-08-28","south_L",49.49,"YES"
"NMT","NMT01","NMT15","NMT_01_15","south","south_L","Y","2015-08-23","2015-09-05","south_L",16.32,"NO"
"CUR","CUR08","CUR06","CUR_08_06","south","south_L","Y","2015-08-23","2015-09-01","south_L",54.14,"YES"
"NMT","NMT06","NMT05","NMT_06_05","south","south_L","Y","2015-08-23","2015-08-31","south_L",30.84,"YES"
"RCK","RCK08","RCK06","RCK_08_06","south","south_L","Y","2015-08-23","2015-09-01","south_L",29.07,"YES"
"CUR","CUR06","CUR02","CUR_06_02","south","south_L","Y","2015-08-23","2015-08-28","south_L",37.27,"YES"
"WFM","WFM08","WFM07","WFM_08_07","south","south_L","Y","2015-08-23","2015-08-29","south_L",25.31,"YES"
"WFM","WFM01","WFM12","WFM_01_12","south","south_L","Y","2015-08-23","2015-08-28","south_L",44.02,"YES"
"CUR","CUR11","CUR08","CUR_11_08","south","south_L","Y","2015-08-23","2015-08-29","south_L",30.03,"YES"
"LIJ","LIJ05","LIJ15","LIJ_05_15","south","south_L","Y","2015-08-23","2015-08-30","south_L",49.09,"YES"
"NMT","NMT12","NMT09","NMT_12_09","south","south_L","Y","2015-08-23","2015-08-29","south_L",31.34,"YES"
"LIJ","LIJ10","LIJ06","LIJ_10_06","south","south_L","Y","2015-08-23","2015-09-01","south_L",46.32,"YES"
"WFM","WFM05","WFM04","WFM_05_04","south","south_L","Y","2015-08-23","2015-09-02","south_L",36.33,"YES"
"LIJ","LIJ08","LIJ05","LIJ_08_05","south","south_L","Y","2015-08-23","2015-08-31","south_L",35.43,"YES"
"CUR","CUR09","CUR05","CUR_09_05","south","south_L","Y","2015-08-23","2015-08-29","south_L",65.79,"YES"
"RCK","RCK11","RCK08","RCK_11_08","south","south_L","Y","2015-08-23","2015-09-03","south_L",20.38,"YES"
"LIJ","LIJ12","LIJ09","LIJ_12_09","south","south_L","Y","2015-08-23","2015-08-29","south_L",18.03,"YES"
"CUR","CUR12","CUR09","CUR_12_09","south","south_L","Y","2015-08-23","2015-08-28","south_L",37.46,"YES"
"LIJ","LIJ09","LIJ06","LIJ_09_06","south","south_L","Y","2015-08-23","2015-08-29","south_L",49.66,"YES"
"CUR","CUR03","CUR15","CUR_03_15","south","south_L","Y","2015-08-23","2015-08-31","south_L",26.99,"YES"
"CUR","CUR04","CUR15","CUR_04_15","south","south_L","Y","2015-08-23","2015-08-29","south_L",24.65,"YES"
"LIJ","LIJ10","LIJ08","LIJ_10_08","south","south_L","Y","2015-08-23","2015-09-03","south_L",34.2,"YES"
"RCK","RCK05","RCK02","RCK_05_02","south","south_L","Y","2015-08-23","2015-08-30","south_L",28.04,"YES"
"CUR","CUR03","CUR01","CUR_03_01","south","south_L","Y","2015-08-23","2015-08-29","south_L",37.21,"YES"
"RCK","RCK10","RCK09","RCK_10_09","south","south_L","Y","2015-08-23","2015-08-30","south_L",32.61,"YES"
"CUR","CUR09","CUR07","CUR_09_07","south","south_L","Y","2015-08-23","2015-08-28","south_L",31.36,"YES"
"LIJ","LIJ14","LIJ10","LIJ_14_10","south","south_L","Y","2015-08-23","2015-08-31","south_L",42.44,"YES"
"WFM","WFM05","WFM03","WFM_05_03","south","south_L","Y","2015-08-23","2015-08-29","south_L",21.22,"YES"
"RCK","RCK03","RCK01","RCK_03_01","south","south_L","Y","2015-08-23","2015-09-12","",NA,NA
"NMT","NMT11","NMT08","NMT_11_08","south","south_L","Y","2015-08-23","2015-08-30","south_L",23.01,"YES"
"CUR","CUR07","CUR03","CUR_07_03","south","south_L","Y","2015-08-23","2015-08-30","south_L",71.64,"YES"
"LIJ","LIJ15","LIJ11","LIJ_15_11","south","south_L","Y","2015-08-23","2015-08-30","south_L",36.97,"YES"
"LIJ","LIJ14","LIJ11","LIJ_14_11","south","south_L","Y","2015-08-23","2015-08-30","south_L",53.17,"YES"
"CUR","CUR01","CUR13","CUR_01_13","south","south_L","Y","2015-08-23","2015-08-30","south_L",31.77,"YES"
"WFM","WFM10","WFM09","WFM_10_09","south","south_L","Y","2015-08-23","2015-08-29","south_L",39.88,"YES"
"WFM","WFM09","WFM07","WFM_09_07","south","south_L","Y","2015-08-23","2015-08-29","south_L",8.7,"YES"
"RCK","RCK06","RCK03","RCK_06_03","south","south_L","Y","2015-08-23","2015-09-01","south_L",34,"YES"
"NMT","NMT05","NMT03","NMT_05_03","south","south_L","Y","2015-08-23","2015-08-30","south_L",36.63,"YES"
"NMT","NMT11","NMT09","NMT_11_09","south","south_L","Y","2015-08-23","2015-08-31","south_L",71.43,"YES"
"RCK","RCK14","RCK11","RCK_14_11","south","south_L","Y","2015-08-23","2015-09-11","",NA,NA
"RCK","RCK04","RCK02","RCK_04_02","south","south_L","Y","2015-08-23","2015-09-07","",NA,NA
"WFM","WFM13","WFM12","WFM_13_12","south","south_L","Y","2015-08-23","2015-08-29","south_L",38.45,"YES"
"RCK","RCK13","RCK11","RCK_13_11","south","south_L","Y","2015-08-23","2015-08-31","south_L",22.94,"YES"
"RCK","RCK11","RCK10","RCK_11_10","south","south_L","Y","2015-08-23","2015-08-30","south_L",34.57,"YES"
"CUR","CUR13","CUR10","CUR_13_10","south","south_L","Y","2015-08-23","2015-08-28","south_L",NA,"NO"
"NMT","NMT09","NMT07","NMT_09_07","south","south_L","Y","2015-08-23","2015-08-30","south_L",19.89,"YES"
"WFM","WFM02","WFM15","WFM_02_15","south","south_L","Y","2015-08-23","2015-08-29","south_L",41.55,"YES"
"LIJ","LIJ08","LIJ06","LIJ_08_06","south","south_L","Y","2015-08-23","2015-08-30","south_L",31.24,"YES"
"NMT","NMT03","NMT01","NMT_03_01","south","south_L","Y","2015-08-23","2015-08-29","south_L",37.23,"YES"
"WFM","WFM05","WFM01","WFM_05_01","south","south_L","Y","2015-08-23","2015-08-30","south_L",42.73,"YES"
"NMT","NMT11","NMT10","NMT_11_10","south","south_L","Y","2015-08-23","2015-08-29","south_L",37.53,"YES"
"RCK","RCK15","RCK12","RCK_15_12","south","south_L","N","2015-08-23",NA,"",NA,NA
"LIJ","LIJ07","LIJ05","LIJ_07_05","south","south_L","N","2015-08-23",NA,"",NA,NA
"RCK","RCK02","RCK15","RCK_02_15","south","south_L","Y","2015-08-23","2015-08-31","south_L",18.22,"YES"
"NMT","NMT15","NMT12","NMT_15_12","south","south_L","Y","2015-08-23","2015-08-30","south_L",33.59,"YES"
"RCK","RCK07","RCK06","RCK_07_06","south","south_L","Y","2015-08-23","2015-09-02","south_L",23.67,"YES"
"RCK","RCK11","RCK09","RCK_11_09","south","south_L","Y","2015-08-23","2015-09-01","south_L",15.22,"YES"
"NMT","NMT04","NMT03","NMT_04_03","south","south_L","Y","2015-08-23","2015-09-01","south_L",47.57,"YES"
"LIJ","LIJ06","LIJ02","LIJ_06_02","south","south_L","Y","2015-08-23","2015-08-31","south_L",33.75,"YES"
"CUR","CUR11","CUR07","CUR_11_07","south","south_L","Y","2015-08-23","2015-08-28","south_L",37.97,"YES"
"LIJ","LIJ13","LIJ09","LIJ_13_09","south","south_L","Y","2015-08-23","2015-08-28","south_L",44.94,"YES"
"NMT","NMT04","NMT02","NMT_04_02","south","south_L","Y","2015-08-23","2015-08-29","south_L",40.02,"YES"
"LIJ","LIJ02","LIJ13","LIJ_02_13","south","south_L","N","2015-08-23",NA,"",NA,NA
"RCK","RCK01","RCK14","RCK_01_14","south","south_L","Y","2015-08-23","2015-09-01","south_L",45.4,"YES"
"RCK","RCK06","RCK05","RCK_06_05","south","south_L","Y","2015-08-23","2015-08-30","south_L",19.94,"YES"
"WFM","WFM14","WFM12","WFM_14_12","south","south_L","Y","2015-08-23","2015-08-28","south_L",14.46,"YES"
"NMT","NMT07","NMT06","NMT_07_06","south","south_L","Y","2015-08-23","2015-08-29","south_L",34.93,"YES"
"RCK","RCK05","RCK03","RCK_05_03","south","south_L","Y","2015-08-23","2015-09-01","south_L",20.33,"YES"
"RCK","RCK12","RCK11","RCK_12_11","south","south_L","Y","2015-08-23","2015-09-04","south_L",21,"NO"
"NMT","NMT13","NMT12","NMT_13_12","south","south_L","N","2015-08-23",NA,"",NA,NA
"NMT","NMT05","NMT02","NMT_05_02","south","south_L","Y","2015-08-23","2015-08-30","south_L",20.46,"YES"
"RCK","RCK14","RCK13","RCK_14_13","south","south_L","Y","2015-08-23","2015-08-29","south_L",37.9,"YES"
"WFM","WFM07","WFM05","WFM_07_05","south","south_L","Y","2015-08-23","2015-08-28","south_L",23.9,"YES"
"WFM","WFM08","WFM06","WFM_08_06","south","south_L","Y","2015-08-23","2015-09-02","south_L",NA,"NO"
"RCK","RCK14","RCK12","RCK_14_12","south","south_L","Y","2015-08-23","2015-09-07","south_L",14.86,"YES"
"RCK","RCK02","RCK01","RCK_02_01","south","south_L","N","2015-08-23",NA,"",NA,NA
"NMT","NMT06","NMT04","NMT_06_04","south","south_L","Y","2015-08-23","2015-08-31","south_L",44.53,"NO"
"NMT","NMT15","NMT13","NMT_15_13","south","south_L","Y","2015-08-23","2015-08-30","south_L",15.25,"YES"
"CUR","CUR15","CUR11","CUR_15_11","south","south_L","Y","2015-08-23","2015-08-30","south_L",22.86,"YES"
"CUR","CUR14","CUR11","CUR_14_11","south","south_L","Y","2015-08-23","2015-08-30","south_L",21.67,"YES"
"WFM","WFM13","WFM11","WFM_13_11","south","south_L","Y","2015-08-23","2015-08-29","south_L",18.72,"YES"
"WFM","WFM06","WFM04","WFM_06_04","south","south_L","Y","2015-08-23","2015-08-30","south_L",12.86,"YES"
"NMT","NMT09","NMT06","NMT_09_06","south","south_L","Y","2015-08-23","2015-08-30","south_L",15.96,"YES"
"LIJ","LIJ03","LIJ14","LIJ_03_14","south","south_L","Y","2015-08-23","2015-09-02","south_L",NA,"NO"
"LIJ","LIJ06","LIJ03","LIJ_06_03","south","south_L","Y","2015-08-23","2015-09-02","south_L",10.52,"YES"
"LIJ","LIJ05","LIJ01","LIJ_05_01","south","south_L","Y","2015-08-23","2015-08-30","south_L",33.36,"YES"
"WFM","WFM14","WFM10","WFM_14_10","south","south_L","Y","2015-08-23","2015-08-31","south_L",NA,"NO"
"LIJ","LIJ15","LIJ13","LIJ_15_13","south","south_L","Y","2015-08-23","2015-08-31","south_L",NA,"NO"
"NMT","NMT07","NMT05","NMT_07_05","south","south_L","Y","2015-08-23","2015-08-28","south_L",13.86,"YES"
"RCK","RCK03","RCK02","RCK_03_02","south","south_L","Y","2015-08-23","2015-09-06","south_L",9.5,"YES"
"NMT","NMT12","NMT10","NMT_12_10","south","south_L","Y","2015-08-23","2015-08-28","south_L",19.74,"YES"
"LIJ","LIJ01","LIJ12","LIJ_01_12","south","south_L","Y","2015-08-23","2015-08-30","south_L",NA,"NO"
"WFM","WFM11","WFM08","WFM_11_08","south","south_L","Y","2015-08-23","2015-08-31","south_L",NA,"NO"
"CUR","CUR15","CUR13","CUR_15_13","south","south_L","Y","2015-08-23","2015-08-31","south_L",39.83,"YES"
"LIJ","LIJ12","LIJ10","LIJ_12_10","south","south_L","Y","2015-08-23","2015-08-29","south_L",8.11,"NO"
"RCK","RCK02","RCK14","RCK_02_14","south","south_L","Y","2015-08-23","2015-08-31","south_L",13.56,"NO"
"LIJ","LIJ14","LIJ12","LIJ_14_12","south","south_L","Y","2015-08-23","2015-08-29","south_L",25.83,"NO"
"NMT","NMT13","NMT11","NMT_13_11","south","south_L","Y","2015-08-23","2015-08-28","south_L",NA,"YES"
"WFM","WFM09","WFM05","WFM_09_05","south","south_L","Y","2015-08-23","2015-08-30","south_L",17.65,"YES"
"CUR","CUR12","CUR10","CUR_12_10","south","south_L","Y","2015-08-23","2015-08-29","south_L",21.05,"YES"
"CUR","CUR10","CUR06","CUR_10_06","south","south_L","Y","2015-08-23","2015-08-29","south_L",9.63,"YES"
"CUR","CUR13","CUR11","CUR_13_11","south","south_L","Y","2015-08-23","2015-08-29","south_L",NA,"NO"
"RCK","RCK03","RCK15","RCK_03_15","south","south_L","Y","2015-08-23","2015-09-01","south_L",24.56,"NO"
"LIJ","LIJ07","LIJ02","LIJ_07_02","south","south_L","Y","2015-08-23","2015-08-31","south_L",28.7,"YES"
"NMT","NMT03","NMT02","NMT_03_02","south","south_L","Y","2015-08-23","2015-08-29","south_L",29.68,"YES"
"CUR","CUR08","CUR05","CUR_08_05","south","south_L","Y","2015-08-23","2015-08-29","south_L",28.82,"YES"
"WFM","WFM03","WFM02","WFM_03_02","south","south_L","Y","2015-08-23","2015-08-31","south_L",32.24,"YES"
"WFM","WFM07","WFM03","WFM_07_03","south","south_L","Y","2015-08-23","2015-08-29","south_L",22.31,"YES"
"CUR","CUR04","CUR01","CUR_04_01","south","south_L","Y","2015-08-23","2015-08-31","south_L",19.01,"YES"
"NMT","NMT10","NMT07","NMT_10_07","south","south_L","Y","2015-08-23","2015-08-29","south_L",4.22,"YES"
"WFM","WFM04","WFM14","WFM_04_14","south","south_L","Y","2015-08-23","2015-08-30","south_L",13.63,"YES"
"CUR","CUR05","CUR03","CUR_05_03","south","south_L","N","2015-08-23",NA,"",NA,NA
"RCK","RCK07","RCK05","RCK_07_05","south","south_L","Y","2015-08-23","2015-08-31","south_L",22.32,"YES"
"CUR","CUR13","CUR09","CUR_13_09","south","south_L","Y","2015-08-23","2015-08-29","south_L",16.63,"YES"
"LIJ","LIJ08","LIJ03","LIJ_08_03","south","south_L","Y","2015-08-23","2015-09-01","south_L",33.83,"YES"
"NMT","NMT13","NMT10","NMT_13_10","south","south_L","Y","2015-08-23","2015-08-29","south_L",20.42,"YES"
"CUR","CUR04","CUR02","CUR_04_02","south","south_L","Y","2015-08-23","2015-08-29","south_L",19.71,"YES"
"RCK","RCK15","RCK13","RCK_15_13","south","south_L","Y","2015-08-23","2015-08-30","south_L",5.87,"YES"
"LIJ","LIJ02","LIJ15","LIJ_02_15","south","south_L","Y","2015-08-23","2015-09-01","south_L",10.25,"NO"
"RCK","RCK10","RCK08","RCK_10_08","south","south_L","N","2015-08-23",NA,"",NA,NA
"WFM","WFM10","WFM06","WFM_10_06","south","south_L","Y","2015-08-23","2015-08-29","south_L",15.44,"NO"
"CUR","CUR10","CUR07","CUR_10_07","south","south_L","Y","2015-08-23","2015-08-29","south_L",24.35,"YES"
"RCK","RCK08","RCK07","RCK_08_07","south","south_L","Y","2015-08-23","2015-08-30","south_L",19.53,"YES"
"NMT","NMT02","NMT15","NMT_02_15","south","south_L","Y","2015-08-23","2015-08-29","south_L",29.72,"YES"
